__run_id,__done,input_size,cache,sampling,execution_time,average_cpu_usage,memory_usage,energy_consumption,dram_energy,package_energy,pp0_energy,pp1_energy
run_0_repetition_0,DONE,abcdeabcdeabcdeabcdeabcdeabcdeabcdeabcdeabcdeabcde,reverse_string,200,0.23607849,4.83382944,38114.03125,7.8640701103210455,0.0,0.0,0.0,0.0
run_1_repetition_0,DONE,abcdeabcdeabcdeabcdeabcdeabcdeabcdeabcdeabcdeabcde,reverse_string_cache,200,0.23114659,75.69113774,38235.5,9.167961296081543,0.0,0.0,0.0,0.0
run_2_repetition_0,DONE,abcdeabcdeabcdeabcdeabcdeabcdeabcdeabcdeabcdeabcde,reverse_string_lru_cache,200,0.2344116,7.17307,38155.79947917,9.20110447692871,0.0,0.0,0.0,0.0
run_3_repetition_0,DONE,abcdeabcdeabcdeabcdeabcdeabcdeabcdeabcdeabcdeabcdeabcdeabcdeabcdeabcdeabcdeabcdeabcdeabcdeabcdeabcde,reverse_string,200,0.2315396,5.7847745,38117.42578125,7.721314071655274,0.0,0.0,0.0,0.0
run_4_repetition_0,DONE,abcdeabcdeabcdeabcdeabcdeabcdeabcdeabcdeabcdeabcdeabcdeabcdeabcdeabcdeabcdeabcdeabcdeabcdeabcdeabcde,reverse_string_cache,200,0.23782273,8.09523827,38098.28776042,7.869860176086426,0.0,0.0,0.0,0.0
run_5_repetition_0,DONE,abcdeabcdeabcdeabcdeabcdeabcdeabcdeabcdeabcdeabcdeabcdeabcdeabcdeabcdeabcdeabcdeabcdeabcdeabcdeabcde,reverse_string_lru_cache,200,0.23273239,10.01037177,38109.99869792,7.820239658355712,0.0,0.0,0.0,0.0
run_6_repetition_0,DONE,abcdeabcdeabcdeabcdeabcdeabcdeabcdeabcdeabcdeabcdeabcdeabcdeabcdeabcdeabcdeabcdeabcdeabcdeabcdeabcdeabcdeabcdeabcdeabcdeabcdeabcdeabcdeabcdeabcdeabcde,reverse_string,200,0.2360674,17.33944255,38119.46223958,8.381326324462892,0.0,0.0,0.0,0.0
run_7_repetition_0,DONE,abcdeabcdeabcdeabcdeabcdeabcdeabcdeabcdeabcdeabcdeabcdeabcdeabcdeabcdeabcdeabcdeabcdeabcdeabcdeabcdeabcdeabcdeabcdeabcdeabcdeabcdeabcdeabcdeabcdeabcde,reverse_string_cache,200,0.23133463,5.55607772,38102.84375,7.6775047302246096,0.0,0.0,0.0,0.0
run_8_repetition_0,DONE,abcdeabcdeabcdeabcdeabcdeabcdeabcdeabcdeabcdeabcdeabcdeabcdeabcdeabcdeabcdeabcdeabcdeabcdeabcdeabcdeabcdeabcdeabcdeabcdeabcdeabcdeabcdeabcdeabcdeabcde,reverse_string_lru_cache,200,0.22980952,11.30508574,38049.70963542,8.165137268066406,0.0,0.0,0.0,0.0
