Delta,Time,CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_10,CPU_FREQUENCY_11,CPU_FREQUENCY_12,CPU_FREQUENCY_13,CPU_FREQUENCY_14,CPU_FREQUENCY_15,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_FREQUENCY_8,CPU_FREQUENCY_9,CPU_TEMP_0,CPU_TEMP_1,CPU_TEMP_2,CPU_TEMP_3,CPU_TEMP_4,CPU_TEMP_5,CPU_TEMP_6,CPU_TEMP_7,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_10,CPU_USAGE_11,CPU_USAGE_12,CPU_USAGE_13,CPU_USAGE_14,CPU_USAGE_15,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,CPU_USAGE_8,CPU_USAGE_9,SYSTEM_POWER (Watts),TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1729784138284,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,66,66,66,66,66,64,66,64,50,0,0,0,33.333335876464844,0,0,0,33.333335876464844,0,0,0,0,0,0,0,48.00240707397461,68719476736,1073741824,28401360896,49020928
207,1729784138284,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,66,66,66,66,66,64,66,64,100,0,50,0,0,0,0,0,100,0,50,0,50,0,0,0,48.00240707397461,68719476736,1073741824,28403359744,49020928
207,1729784138491,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,66,66,66,66,66,64,66,64,47.619049072265625,0,25,0,30.000001907348633,0,22.72727394104004,0,30.000001907348633,0,50,0,35,4.761904716491699,23.809524536132813,0,46.64532470703125,68719476736,1073741824,28463775744,49020928
208,1729784138699,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,66,66,66,66,66,64,66,64,55,0,30.000001907348633,0,33.333335876464844,0,40,0,45,0,38.095237731933594,0,52.38095474243164,0,38.095237731933594,0,46.64532470703125,68719476736,1073741824,28574879744,49020928
205,1729784138908,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,66,66,66,66,66,64,66,64,42.85714340209961,0,9.523809432983398,0,20,0,14.285715103149414,0,45.45454788208008,0,33.333335876464844,0,23.809524536132813,0,23.809524536132813,0,46.64532470703125,68719476736,1073741824,28574879744,49020928
206,1729784139114,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,66,66,66,66,66,64,66,64,33.333335876464844,0,25,0,19.047618865966797,0,5,0,30.000001907348633,0,35,0,15.000000953674316,0,28.571430206298828,0,46.64532470703125,68719476736,1073741824,28750254080,49020928
12,1729784139322,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,68,71,67,68,67,65,68,66,28.571430206298828,0,9.523809432983398,0,15.000000953674316,0,9.523809432983398,0,23.809524536132813,0,28.571430206298828,0,28.571430206298828,4.545454502105713,20,0,46.64532470703125,68719476736,1073741824,28398432256,49020928
