Delta,Time,CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_10,CPU_FREQUENCY_11,CPU_FREQUENCY_12,CPU_FREQUENCY_13,CPU_FREQUENCY_14,CPU_FREQUENCY_15,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_FREQUENCY_8,CPU_FREQUENCY_9,CPU_TEMP_0,CPU_TEMP_1,CPU_TEMP_2,CPU_TEMP_3,CPU_TEMP_4,CPU_TEMP_5,CPU_TEMP_6,CPU_TEMP_7,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_10,CPU_USAGE_11,CPU_USAGE_12,CPU_USAGE_13,CPU_USAGE_14,CPU_USAGE_15,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,CPU_USAGE_8,CPU_USAGE_9,SYSTEM_POWER (Watts),TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1729744514377,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,62,66,61,62,61,60,61,60,50,0,33.333335876464844,0,0,0,0,0,33.333335876464844,0,0,0,0,0,0,0,34.87083053588867,68719476736,0,29331951616,0
207,1729744514378,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,62,66,61,62,61,60,61,60,100,0,0,0,0,0,0,0,50,0,0,0,100,0,0,0,34.87083053588867,68719476736,0,29331951616,0
203,1729744514585,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,62,66,61,62,61,60,61,60,33.333335876464844,0,21.052631378173828,0,38.095237731933594,0,0,0,28.571430206298828,0,66.66667175292969,0,25,0,15.000000953674316,0,34.87083053588867,68719476736,0,29331951616,0
206,1729744514789,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,70,72,73,70,70,67,88,66,42.85714340209961,0,4.761904716491699,0,35,0,0,0,25,0,85.71428680419922,0,14.285715103149414,4.761904716491699,19.047618865966797,0,35.27617645263672,68719476736,0,29331951616,0
199,1729744514996,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,70,72,73,70,70,67,88,66,10,0,4.761904716491699,0,100,0,0,0,14.285715103149414,0,0,0,9.523809432983398,0,9.523809432983398,0,35.27617645263672,68719476736,0,29331951616,0
201,1729744515196,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,70,72,73,70,70,67,88,66,26.3157901763916,0,10,0,13.636363983154297,0,5,0,63.15789031982422,0,19.047618865966797,0,10,0,30.000001907348633,0,35.27617645263672,68719476736,0,29412577280,0
201,1729744515398,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,70,72,73,70,70,67,88,66,28.571430206298828,0,5,0,5,0,5,0,45,0,10,0,5,0,55,0,35.27617645263672,68719476736,0,29431476224,0
209,1729744515600,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,70,72,73,70,70,67,88,66,15.000000953674316,0,5,0,5,0,23.809524536132813,4.761904716491699,90,0,25,0,15.000000953674316,0,5.263157844543457,0,35.27617645263672,68719476736,0,29440671744,0
206,1729744515810,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,72,69,80,70,68,67,67,77,19.047618865966797,0,80.95238494873047,0,0,0,20,0,9.523809432983398,0,23.809524536132813,0,5,0,4.761904716491699,0,49.94759750366211,68719476736,0,29444366336,0
205,1729744516017,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,72,69,80,70,68,67,67,77,14.285715103149414,0,50,0,5,0,9.523809432983398,0,15.000000953674316,0,45,0,19.047618865966797,0,13.636363983154297,0,49.94759750366211,68719476736,0,29452492800,0
