__run_id,__done,input_size,sampling_rate,cache_strategy,input_description,execution_time,execution_time_1,execution_time_2,average_cpu_usage,memory_usage,energy_consumption,dram_energy,package_energy,pp0_energy,pp1_energy
run_0_repetition_0,DONE,"('ddoyy', 'ytskl')",200,edit_distance,Pair of 10-character random strings,0.0006884519825689495,0.0003320010146126151,0.00033355801133438945,9.00454301,27216.87760417,9.275199531555176,0.0,0.0,0.0,0.0
run_1_repetition_0,DONE,"('ddoyy', 'ytskl')",200,edit_distance_cache,Pair of 10-character random strings,5.275697913020849e-05,2.804701216518879e-05,7.039634510874748e-07,14.76202379,27198.88541667,9.174881526947022,0.0,0.0,0.0,0.0
run_2_repetition_0,DONE,"('ddoyy', 'ytskl')",200,edit_distance_lru_cache,Pair of 10-character random strings,5.33499987795949e-05,2.8274022042751312e-05,7.899943739175797e-07,11.88648719,27217.890625,9.83582326889038,0.0,0.0,0.0,0.0
run_3_repetition_0,DONE,"('jjoctsunbg', 'hoqbgeildj')",200,edit_distance,Pair of 20-character random strings,2.345815938024316,1.1606509560369886,1.185132232028991,14.23566734,27175.51785714,125.63315281295777,0.0,0.0,0.0,0.0
run_4_repetition_0,DONE,"('jjoctsunbg', 'hoqbgeildj')",200,edit_distance_cache,Pair of 20-character random strings,0.0001044019591063261,7.626996375620365e-05,7.75966327637434e-07,12.71960688,27191.89453125,9.44343769454956,0.0,0.0,0.0,0.0
run_5_repetition_0,DONE,"('jjoctsunbg', 'hoqbgeildj')",200,edit_distance_lru_cache,Pair of 20-character random strings,0.00010475795716047287,7.668696343898773e-05,7.879571057856083e-07,12.96627009,27690.12109375,10.531724067687987,0.0,0.0,0.0,0.0
run_6_repetition_0,DONE,"('ywutjvvzworxpss', 'gjdkmexgefrfobp')",200,edit_distance,Pair of 30-character random strings, , , ,20.17954077,27745.35302241,1524.1157598342884,0.0,0.0,0.0,0.0
run_7_repetition_0,DONE,"('ywutjvvzworxpss', 'gjdkmexgefrfobp')",200,edit_distance_cache,Pair of 30-character random strings,0.00018540001474320889,0.00016091502038761973,8.42963345348835e-07,8.62013006,27752.00390625,9.913299793243407,0.0,0.0,0.0,0.0
run_8_repetition_0,DONE,"('ywutjvvzworxpss', 'gjdkmexgefrfobp')",200,edit_distance_lru_cache,Pair of 30-character random strings,0.00018612999701872468,0.00016222498379647732,9.720097295939922e-07,37.38185501,27766.91927083,9.52119952392578,0.0,0.0,0.0,0.0
