"X__run_id","cache_strategy","input_description","execution_time","execution_time_1","execution_time_2","average_cpu_usage","memory_usage","energy_consumption","size_of_input","function_name","implementation","category"
"run_3_repetition_0","hessian","50 elements",0.0924334469600581,0.0472643809625879,0.0451607269933447,8.34849076,26895.74080882,147.098685764313,"medium","hessian","base","Non-Recursive"
"run_4_repetition_0","hessian_cache","50 elements",0.044075915007852,0.044062563974876,2.36101914197206e-06,9.76265045,26863.78308824,154.571168834686,"medium","hessian","cached","Non-Recursive"
"run_5_repetition_0","hessian_lru_cache","50 elements",0.0453290659934282,0.0453172840061598,1.69500708580017e-06,7.89808942,26871.8448989,143.934383731842,"medium","hessian","lru_cached","Non-Recursive"
"run_6_repetition_0","hessian","100 elements",0.38143896200927,0.190328628988937,0.191098927985877,8.85137804,26847.23871528,155.5363384552,"large","hessian","base","Non-Recursive"
"run_7_repetition_0","hessian_cache","100 elements",0.175519003008958,0.175502402009442,3.63297294825315e-06,8.11410641,26820.64338235,139.710234199524,"large","hessian","cached","Non-Recursive"
"run_8_repetition_0","hessian_lru_cache","100 elements",0.186041667999234,0.18602468399331,4.45096520707011e-06,8.00754815,26864.75,141.697692733765,"large","hessian","lru_cached","Non-Recursive"
"run_0_repetition_0","knapsack","5 items, 10 capacity",0.000422610028181225,0.000202961033210158,0.000204481009859592,9.95901229,28021.3359375,9.09676559448242,"small","knapsack","base","Recursive"
"run_1_repetition_0","knapsack_cache","5 items, 10 capacity",0.000247909978497773,0.000234223029110581,9.46980435401201e-07,12.8147547,28029.2578125,9.70051602172851,"small","knapsack","cached","Recursive"
"run_2_repetition_0","knapsack_lru_cache","5 items, 10 capacity",0.000219840963836759,0.000206316006369889,9.4796996563673e-07,12.48511906,27969.97395833,8.98873326873779,"small","knapsack","lru_cached","Recursive"
"run_3_repetition_0","knapsack","8 items, 15 capacity",0.00331746402662247,0.00165836600353941,0.00164826004765928,12.02877007,27986.046875,9.11177527999878,"medium","knapsack","base","Recursive"
"run_4_repetition_0","knapsack_cache","8 items, 15 capacity",0.000308819988276809,0.000294462020974606,1.01997284218669e-06,10.8299399,27971.95833333,9.53647914886475,"medium","knapsack","cached","Recursive"
"run_5_repetition_0","knapsack_lru_cache","8 items, 15 capacity",0.000292112003080547,0.000279448984656483,8.74977558851242e-07,10.0724112,27976.08984375,9.10758837127686,"medium","knapsack","lru_cached","Recursive"
"run_6_repetition_0","knapsack","11 items, 20 capacity",0.0251565250218846,0.0131980860023759,0.0119394579669461,13.74164605,27994.74609375,8.96738468170166,"large","knapsack","base","Recursive"
"run_7_repetition_0","knapsack_cache","11 items, 20 capacity",0.000692838977556676,0.000676296011079103,9.80973709374666e-07,10.35792615,27111.21875,18.2088552474976,"large","knapsack","cached","Recursive"
"run_8_repetition_0","knapsack_lru_cache","11 items, 20 capacity",0.000635467004030943,0.000622023013420403,1.10600376501679e-06,14.2272349,27115.58984375,8.6651760635376,"large","knapsack","lru_cached","Recursive"
"run_0_repetition_0","lemmatization","12-word sentence",0.0350765359471552,0.0302523149875924,0.00481274095363915,7.97015037,26874.63498264,158.327969512939,"small","lemmatization","base","Non-Recursive"
"run_1_repetition_0","lemmatization_cache","12-word sentence",0.00544554501539096,0.00543557497439906,7.89004843682051e-07,7.88011944,26841.45052083,152.245432064056,"small","lemmatization","cached","Non-Recursive"
"run_2_repetition_0","lemmatization_lru_cache","12-word sentence",0.0078049770090729,0.00779475801391527,7.95989762991667e-07,7.50678273,26862.96701389,158.225923301697,"small","lemmatization","lru_cached","Non-Recursive"
"run_3_repetition_0","lemmatization","20-word sentence",0.0114564240211621,0.00728985300520435,0.00415786204393953,7.86387777,26790.96397569,163.109828243256,"medium","lemmatization","base","Non-Recursive"
"run_4_repetition_0","lemmatization_cache","20-word sentence",0.00724380498286337,0.00723376899259165,8.77014826983213e-07,8.43314107,26802.92252604,159.262326595306,"medium","lemmatization","cached","Non-Recursive"
"run_5_repetition_0","lemmatization_lru_cache","20-word sentence",0.0075965269934386,0.00758642499567941,8.74977558851242e-07,9.2153287,26775.2953559,164.588562793732,"medium","lemmatization","lru_cached","Non-Recursive"
"run_6_repetition_0","lemmatization","35-word sentence",0.0142208799952641,0.00765760499052703,0.00655460695270449,8.86689568,26813.61122533,180.200472915649,"large","lemmatization","base","Non-Recursive"
"run_7_repetition_0","lemmatization_cache","35-word sentence",0.0102229010080919,0.0102127129794098,8.3498889580369e-07,9.18054326,26820.18164062,168.016898357391,"large","lemmatization","cached","Non-Recursive"
"run_8_repetition_0","lemmatization_lru_cache","35-word sentence",0.00831211998593062,0.0083015359705314,8.3801569417119e-07,8.48628059,26818.46137153,164.381751029968,"large","lemmatization","lru_cached","Non-Recursive"
"run_0_repetition_0","convolve2d","55x55 matrix, 5x5 kernel",0.0366554890060797,0.0175799279822968,0.0190539709874429,15.24882331,27192.18489583,9.01195509338379,"large","convolve2d","base","Non-Recursive"
"run_1_repetition_0","convolve2d_cache","55x55 matrix, 5x5 kernel",0.0201637870050035,0.0200738140265457,6.79799704812467e-05,13.35382742,27215,9.36828246307373,"large","convolve2d","cached","Non-Recursive"
"run_2_repetition_0","convolve2d_lru_cache","55x55 matrix, 5x5 kernel",0.018240044999402,0.0181545240338892,6.42609666101635e-05,10.91765896,27222.32421875,9.29345975875854,"large","convolve2d","lru_cached","Non-Recursive"
"run_3_repetition_0","convolve2d","44x44 matrix, 4x4 kernel",0.0273854149854742,0.0147044030018151,0.0126597459893674,7.07837321,27152.49609375,9.07310066986084,"medium","convolve2d","base","Non-Recursive"
"run_4_repetition_0","convolve2d_cache","44x44 matrix, 4x4 kernel",0.0114402730250731,0.0113817219971679,4.07780171371996e-05,11.08630973,27154.10677083,9.8916063079834,"medium","convolve2d","cached","Non-Recursive"
"run_5_repetition_0","convolve2d_lru_cache","44x44 matrix, 4x4 kernel",0.0120491120032966,0.0119858050020412,4.33169770985842e-05,14.24558091,27112.5859375,10.000149230957,"medium","convolve2d","lru_cached","Non-Recursive"
"run_6_repetition_0","convolve2d","33x33 matrix, 3x3 kernel",0.0134032890200615,0.00654710899107158,0.00684187503065914,10.18037542,27115.66276042,8.93472852706909,"small","convolve2d","base","Non-Recursive"
"run_7_repetition_0","convolve2d_cache","33x33 matrix, 3x3 kernel",0.0067607699893415,0.00671687902649865,2.55989725701511e-05,10.11539274,27139.13802083,8.82592393875122,"small","convolve2d","cached","Non-Recursive"
"run_8_repetition_0","convolve2d_lru_cache","33x33 matrix, 3x3 kernel",0.00740425300318748,0.0073563780169934,2.67529976554215e-05,13.79464296,27157.72395833,9.15529272079468,"small","convolve2d","lru_cached","Non-Recursive"
