Delta,Time,CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_10,CPU_FREQUENCY_11,CPU_FREQUENCY_12,CPU_FREQUENCY_13,CPU_FREQUENCY_14,CPU_FREQUENCY_15,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_FREQUENCY_8,CPU_FREQUENCY_9,CPU_TEMP_0,CPU_TEMP_1,CPU_TEMP_2,CPU_TEMP_3,CPU_TEMP_4,CPU_TEMP_5,CPU_TEMP_6,CPU_TEMP_7,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_10,CPU_USAGE_11,CPU_USAGE_12,CPU_USAGE_13,CPU_USAGE_14,CPU_USAGE_15,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,CPU_USAGE_8,CPU_USAGE_9,SYSTEM_POWER (Watts),TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1729744210494,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,60,60,60,60,59,58,60,59,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.80942916870117,68719476736,0,29136609280,0
200,1729744210494,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,60,60,60,60,59,58,60,59,100,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,33.80942916870117,68719476736,0,29136609280,0
199,1729744210695,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,69,86,67,70,67,63,64,63,25,0,35,0,0,0,0,0,85,0,21.052631378173828,0,19.047618865966797,0,25,0,33.80942916870117,68719476736,0,29136609280,0
204,1729744210895,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,69,86,67,70,67,63,64,63,35,0,35,0,0,0,0,0,26.3157901763916,0,70,0,15.000000953674316,0,35,0,34.14207077026367,68719476736,0,29136609280,0
202,1729744211100,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,69,86,67,70,67,63,64,63,42.85714340209961,0,0,0,28.571430206298828,0,0,0,9.090909004211426,0,5,0,38.095237731933594,0,0,0,34.14207077026367,68719476736,0,29136609280,0
199,1729744211303,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,69,86,67,70,67,63,64,63,10,0,0,0,0,0,0,0,26.3157901763916,0,38.095237731933594,0,15.000000953674316,0,20,0,34.14207077026367,68719476736,0,29265285120,0
201,1729744211503,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,69,86,67,70,67,63,64,63,5.263157844543457,0,0,0,0,0,31.57894515991211,0,4.761904716491699,0,55,0,10,0,0,0,34.14207077026367,68719476736,0,29283938304,0
200,1729744211705,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,68,67,68,90,66,68,66,65,5,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,34.14207077026367,68719476736,0,29291458560,0
204,1729744211905,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,68,67,68,90,66,68,66,65,65,0,0,0,0,0,0,0,9.523809432983398,0,5,0,40,0,0,0,42.56776428222656,68719476736,0,29297987584,0
204,1729744212110,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,68,67,68,90,66,68,66,65,14.285715103149414,0,0,0,0,0,0,0,40,0,47.619049072265625,0,25,0,0,0,42.56776428222656,68719476736,0,29302603776,0
201,1729744212315,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,68,67,68,90,66,68,66,65,9.523809432983398,0,0,0,0,0,0,0,4.761904716491699,0,100,0,4.761904716491699,0,0,0,42.56776428222656,68719476736,0,29310513152,0
199,1729744212518,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,68,67,68,90,66,68,66,65,15.000000953674316,0,5,0,0,0,0,0,0,0,5,0,95,0,15.000000953674316,0,42.56776428222656,68719476736,0,29320294400,0
199,1729744212718,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,69,69,69,100,67,69,66,66,10,0,0,0,0,0,0,0,14.285715103149414,0,9.523809432983398,0,90,0,0,0,42.56776428222656,68719476736,0,29340082176,0
204,1729744212918,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,69,69,69,100,67,69,66,66,5,0,0,0,0,0,0,0,90.47618865966797,0,5.263157844543457,0,0,0,0,0,69.45701599121094,68719476736,0,29365723136,0
200,1729744213123,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,69,69,69,100,67,69,66,66,10,0,0,0,0,0,9.090909004211426,0,0,0,52.38095474243164,0,4.761904716491699,0,50,0,69.45701599121094,68719476736,0,29365723136,0
16,1729744213325,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,2400,69,69,69,100,67,69,66,66,9.523809432983398,0,4.761904716491699,0,0,0,0,0,9.523809432983398,0,0,0,4.761904716491699,0,65,0,69.45701599121094,68719476736,0,29140914176,0
