__run_id,__done,input_size,cache_strategy,sampling_rate,input_description,execution_time,average_cpu_usage,memory_usage,energy_consumption_per_sec,dram_energy,package_energy,pp0_energy,pp1_energy
run_0_repetition_0,DONE,1024,DFT,200,1024 points,0.03748803600319661,14.04265306,34231.54044118,49.08117629393727,0.0,0.0,0.0,0.0
run_1_repetition_0,DONE,1024,DFT_cache,200,1024 points,0.04261288998532109,16.81928837,34200.2942023,52.4390244906764,0.0,0.0,0.0,0.0
run_2_repetition_0,DONE,1024,DFT_lru_cache,200,1024 points,0.04379443102516234,17.39207397,34583.6457648,67.31735049017053,0.0,0.0,0.0,0.0
run_3_repetition_0,DONE,4096,DFT,200,4096 points,0.6521693480026443,13.93092824,34408.46186756,56.27808690470855,0.0,0.0,0.0,0.0
run_4_repetition_0,DONE,4096,DFT_cache,200,4096 points,0.6178281850006897,13.04904311,34604.11679688,53.61359768374572,0.0,0.0,0.0,0.0
run_5_repetition_0,DONE,4096,DFT_lru_cache,200,4096 points,0.6285055250045843,13.22659292,34500.80136719,52.60092727767877,0.0,0.0,0.0,0.0
run_6_repetition_0,DONE,8192,DFT,200,8192 points,2.428128736006329,11.99896313,34768.67410714,58.64390326469285,0.0,0.0,0.0,0.0
run_7_repetition_0,DONE,8192,DFT_cache,200,8192 points,2.4259134930034634,11.92417057,34608.12904576,58.627387210359295,0.0,0.0,0.0,0.0
run_8_repetition_0,DONE,8192,DFT_lru_cache,200,8192 points,2.4480765119951684,11.84013015,34622.75956358,60.54478303217417,0.0,0.0,0.0,0.0
