Delta,Time,CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,DRAM_ENERGY (J),PACKAGE_ENERGY (J),PP0_ENERGY (J),PP1_ENERGY (J),TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1727192337793,2199,2199,2199,2201,2200,2200,1145,2200,16,19.230770111083984,23.076923370361328,17.307693481445313,19.60784339904785,23.52941131591797,19.230770111083984,15.686275482177734,1623.3532104492188,11785.770629882813,6165.266784667969,196.0250244140625,16650326016,2147479552,4140453888,20140032
1000,1727192337793,2199,2199,2199,2201,2200,2200,1145,2200,16,19.230770111083984,23.076923370361328,17.307693481445313,19.60784339904785,23.52941131591797,19.230770111083984,15.686275482177734,1623.3540649414063,11785.772216796875,6165.2679443359375,196.0250244140625,16650326016,2147479552,4140453888,20140032
0,1727192338793,2199,2199,2199,2201,2200,2200,1145,2200,87.12870788574219,17.171716690063477,18,18.18181800842285,26,17,17,17.8217830657959,1623.9450073242188,11797.079772949219,6175.10498046875,196.03009033203125,16650326016,2147479552,4197007360,20140032
